CV_ID,years_experience,highest_degree,skills,Job_Role,has_portfolio,raw_text,label
cv4363,1,Bachelors,"Transformer Models, LightGBM, EDA, Reinforcement Learning, Streamlit",Data Entry Operator,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4364,0,Masters,"Flask, Seaborn, Pandas, CI/CD, Power BI",Administrative Assistant,TRUE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4365,8,Bachelors,"OpenCV, Data Engineering, Reinforcement Learning",Administrative Assistant,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4366,9,Bachelors,"Data Engineering, FastAPI",Telecaller,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4367,3,PhD,"Feature Engineering, Machine Learning, Model Deployment, Pandas, Power BI, Python, Reinforcement Learning, SQL, XGBoost",Machine Learning Engineer,TRUE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv4368,6,Masters,"Classification, Deep Learning, Docker Compose, Machine Learning, Matplotlib, Model Deployment, OpenCV, Python, Statistics",Applied ML Engineer,FALSE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv4369,1,Bachelors,"NLP, Computer Vision, AWS, Streamlit, TensorFlow, Data Engineering",Content Writer,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4370,8,Bachelors,"AWS, EDA, Data Visualization",Telecaller,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv4371,8,Bachelors,"Tableau, Regression",Administrative Assistant,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv4372,1,Masters,"Python, Docker Compose, Regression, EDA, CI/CD",Junior Intern,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4373,3,PhD,"Git, Hadoop, Kubernetes, Machine Learning, NumPy, Pandas, PyTorch Lightning, Python, Regression, Reinforcement Learning, SQL, Statistics",Applied ML Engineer,FALSE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv4374,5,Bachelors,"Seaborn, Deep Learning, Linux, Tableau, OpenCV, HuggingFace",Marketing Intern,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4375,2,Bachelors,"Matplotlib, Pandas, Time Series",Administrative Assistant,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4376,2,Masters,"Kubernetes, Feature Engineering, NLP, Machine Learning",Data Entry Operator,TRUE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4377,5,Masters,"Clustering, EDA, GPT, Git, Pandas, Power BI, Python, Spark, Statistics, Streamlit, TensorFlow",Machine Learning Engineer,TRUE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv4378,4,Bachelors,"GCP, Transformer Models, OpenCV, Tableau",Junior Intern,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv4379,5,Bachelors,"REST APIs, CI/CD, Machine Learning",Administrative Assistant,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4380,3,Masters,"Streamlit, Classification, Signal Processing, Feature Engineering",Customer Support,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4381,7,Bachelors,"Deep Learning, Pandas, Linux, Regression, FastAPI",Receptionist,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4382,6,Masters,"Azure, CI/CD, Flask, Machine Learning, Pandas, Python, Scikit-learn, Tableau",Applied ML Engineer,TRUE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv4383,4,Bachelors,"Matplotlib, Model Deployment, Streamlit, Deep Learning, NLP",Content Writer,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv4384,9,Masters,"CI/CD, Data Engineering, Data Visualization, Kubernetes, Linux, Pandas, Python, Speech Recognition, Statistics, Streamlit, TensorFlow",Machine Learning Engineer,FALSE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv4385,9,Masters,"Data Engineering, LightGBM, Linux, Machine Learning, NumPy, Pandas, PyTorch, Python",AI Researcher,FALSE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv4386,0,Bachelors,"Docker, Speech Recognition, Flask, JSON",Content Writer,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4387,2,Masters,"EDA, Flask",Customer Support,TRUE,Customer support representative with some Excel skills and interest in analytics.,0
cv4388,0,Masters,"PyTorch Lightning, Time Series",Customer Support,TRUE,Customer support representative with some Excel skills and interest in analytics.,0
cv4389,8,Bachelors,"XGBoost, Streamlit, Spark, HuggingFace, Docker",Content Writer,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv4390,6,Masters,"Deep Learning, Model Deployment",Data Entry Operator,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4391,14,PhD,"Azure, Classification, Clustering, Docker Compose, Kubernetes, LightGBM, NumPy, Pandas, Power BI, Python, Reinforcement Learning, SQL, Seaborn, TensorFlow",Applied ML Engineer,FALSE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv4392,0,Bachelors,"NLP, HuggingFace, BERT, Model Deployment, Python",Sales Executive,TRUE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4393,2,Bachelors,"Data Engineering, Flask, Model Deployment, Computer Vision",Marketing Intern,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4394,11,PhD,"FastAPI, Hadoop, Machine Learning, Model Deployment, Python, SQLAlchemy, Statistics, Transformer Models",Computer Vision Engineer,TRUE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv4395,2,Bachelors,"Matplotlib, Classification, Feature Engineering",Office Assistant,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4396,4,Bachelors,"Git, Azure, Kubernetes, GCP",Content Writer,TRUE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4397,5,Bachelors,"Statistics, Pandas, SQLAlchemy, Reinforcement Learning, REST APIs, Kubernetes",Marketing Intern,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4398,1,Bachelors,"Python, Deep Learning, OpenCV",Receptionist,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4399,11,Bachelors,"CI/CD, Clustering, Data Engineering, Data Visualization, Hadoop, HuggingFace, LightGBM, NumPy, Power BI, Python, Regression, Speech Recognition, Statistics",Applied ML Engineer,FALSE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv4400,0,Bachelors,"Data Visualization, HuggingFace, Flask, SQL",Junior Intern,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4401,5,Bachelors,"Flask, Power BI, Linux, Deep Learning, Statistics",Telecaller,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv4402,6,Bachelors,"Matplotlib, Kubernetes, AWS, NLP",Office Assistant,TRUE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4403,10,Bachelors,"Feature Engineering, Tableau, Pandas, Flask, NLP, Regression",Content Writer,TRUE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4404,6,Masters,"JSON, Time Series, REST APIs, Git",Office Assistant,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4405,5,Bachelors,"XGBoost, Power BI, GPT, SQLAlchemy, SQL, Regression",Receptionist,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4406,10,Bachelors,"Docker, Power BI, OpenCV",Sales Executive,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4407,10,PhD,"Azure, Clustering, FastAPI, Machine Learning, Pandas, Python, Regression, Scikit-learn, Statistics",Research Scientist,FALSE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv4408,5,Masters,"Data Visualization, Machine Learning, NumPy, OpenCV, Scikit-learn, Statistics, Tableau, XGBoost",NLP Engineer,FALSE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv4409,6,Bachelors,"Matplotlib, Signal Processing, PyTorch Lightning",Content Writer,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4410,4,Bachelors,"EDA, GCP, REST APIs, Python",Telecaller,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4411,2,Bachelors,"GCP, GPT, Statistics, XGBoost, Pandas, Power BI",Content Writer,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4412,0,Bachelors,"REST APIs, Git, CI/CD",Telecaller,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4413,2,PhD,"TensorFlow, Scikit-learn, Seaborn, Clustering",Office Assistant,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4414,1,Bachelors,"Git, NumPy, SQLAlchemy, JSON",Office Assistant,TRUE,Office assistant with administrative experience and basic computer skills.,0
cv4415,4,Bachelors,"Python, EDA, Docker",Sales Executive,TRUE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4416,3,Masters,"Spark, Docker, Deep Learning",Marketing Intern,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4417,7,PhD,"CI/CD, Clustering, Data Engineering, Docker Compose, HuggingFace, Machine Learning, Python, Speech Recognition, Statistics",ML Engineer,FALSE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv4418,6,PhD,"AWS, Clustering, Data Engineering, FastAPI, GCP, LightGBM, Machine Learning, NLP, NumPy, PyTorch, Signal Processing, Speech Recognition, Statistics",Applied ML Engineer,TRUE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv4419,8,Masters,"Linux, Docker Compose, Power BI",Content Writer,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv4420,9,Masters,"Computer Vision, Data Visualization, LightGBM, Machine Learning, NumPy, Pandas, Python, REST APIs",Computer Vision Engineer,TRUE,Research scientist with strong statistical background and experience publishing reproducible research.,1
cv4421,0,Bachelors,"Signal Processing, Deep Learning, SQL, CI/CD, Feature Engineering",Junior Intern,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv4422,0,Bachelors,"Matplotlib, Seaborn, PyTorch Lightning, Docker Compose, Classification",Customer Support,TRUE,Customer support representative with some Excel skills and interest in analytics.,0
cv4423,5,Bachelors,"Reinforcement Learning, GPT, CI/CD, Scikit-learn, XGBoost",Junior Intern,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4424,10,Bachelors,"Classification, SQLAlchemy",Administrative Assistant,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv4425,1,Bachelors,"Deep Learning, FastAPI, Model Deployment, Speech Recognition",Data Entry Operator,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv4426,2,PhD,"Reinforcement Learning, Transformer Models, Spark, REST APIs",Sales Executive,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4427,1,Masters,"GPT, Streamlit, Model Deployment, Reinforcement Learning",Sales Executive,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv4428,9,PhD,"Azure, Deep Learning, Feature Engineering, JSON, Kubernetes, Matplotlib, NumPy, Python, Scikit-learn, Signal Processing, Statistics, Tableau",Machine Learning Engineer,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv4429,0,Bachelors,"Docker Compose, OpenCV",Content Writer,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4430,1,Masters,"GCP, CI/CD",Telecaller,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv4431,7,PhD,"CI/CD, Flask, Machine Learning, NumPy, Power BI, Statistics, Transformer Models",Computer Vision Engineer,TRUE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv4432,13,Masters,"BERT, FastAPI, Flask, JSON, Linux, Machine Learning, OpenCV, Pandas, Statistics, TensorFlow",Data Analyst,FALSE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv4433,3,Bachelors,"TensorFlow, LightGBM, Scikit-learn",Administrative Assistant,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv4434,8,Masters,"BERT, Data Engineering, Flask, Git, NumPy, Python, SQLAlchemy, Statistics",AI Researcher,TRUE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv4435,6,Bachelors,"Azure, FastAPI, JSON, Linux, Machine Learning, OpenCV, Pandas, Regression, SQLAlchemy, Statistics, Streamlit, TensorFlow",Applied ML Engineer,FALSE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv4436,10,PhD,"BERT, CI/CD, Clustering, Data Visualization, FastAPI, JSON, LightGBM, Machine Learning, NLP, Pandas, SQL, Statistics, Streamlit, Tableau",NLP Engineer,FALSE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
